track_name,genre,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
SloMo,Pop,Chanel,1,2021,12,24,1211,0,65.719.930,31,0,19,0,2,105,C#,Minor,73,59,81,13,0,9,6
FEARLESS,"Pop, K-Pop",LE SSERAFIM,1,2022,5,2,629,0,229.497.852,18,75,9,0,0,104,G,Major,86,43,62,5,0,13,14
10 Things I Hate About You,Pop,Leah Kate,1,2022,3,23,1301,0,185.550.869,23,1,15,0,0,154,G#,Major,54,45,79,1,0,17,5
SPACE MAN,"Pop, Indie Pop",Sam Ryder,1,2022,2,22,1329,0,54.682.594,42,51,32,0,0,80,B,Major,47,33,83,18,0,10,5
With you,"Pop, Ballad","HA SUNG WOON, Jimin",2,2022,4,24,343,2,240.580.042,4,35,11,1,1,150,D#,Major,53,14,43,64,0,13,3
Iris,"Pop Rock, Alternative Rock",The Goo Goo Dolls,1,1998,3,31,13101,9,1.284.942.608,137,5,582,0,0,156,B,Minor,32,49,72,0,0,9,4
The Heart Part 5,"Hip hop, Rap",Kendrick Lamar,1,2022,5,8,2939,0,71.423.324,29,0,30,0,0,98,G#,Minor,76,79,81,18,0,6,34
San Lucas,"Latin pop, Reggaeton",Kevin Kaarl,1,2019,11,7,407,1,244.891.912,5,0,5,0,0,92,G,Major,58,27,36,86,0,9,3
This Love (Taylor’s Version) ,"Pop, Country Pop",Taylor Swift,1,2022,5,6,1492,0,132.171.975,26,2,15,0,2,144,E,Major,47,7,50,32,0,7,4
Good Looking,Pop,Suki Waterhouse,1,2017,10,20,2264,0,184.706.613,11,6,25,0,1,150,E,Major,37,27,56,8,0,13,3
Flowers,"Pop, Ballad",Lauren Spencer Smith,1,2021,8,9,801,0,184.826.429,42,9,24,1,1,138,D#,Major,70,31,44,84,0,9,39
Yet To Come,"Pop, Dance Pop",BTS,1,2022,6,10,829,0,302.006.641,32,110,26,0,0,172,C#,Major,56,68,89,4,0,33,19
Run BTS,"Pop, Dance Pop",BTS,1,2022,6,10,736,0,330.881.149,5,132,17,0,3,77,G#,Major,72,70,82,2,0,4,17
Music For a Sushi Restaurant,"Pop, Indie Pop",Harry Styles,1,2022,5,20,4449,1,334.733.572,80,11,66,0,1,107,B,Major,72,36,72,26,6,11,4
Matilda,"Pop, Indie Pop",Harry Styles,1,2022,5,20,3218,3,366.214.458,29,10,79,0,0,114,D,Major,51,39,29,90,0,10,4
For Youth,"Pop, Ballad",BTS,1,2022,6,10,327,0,114.546.317,5,40,12,0,0,117,D,Major,63,29,51,43,0,25,4
Daylight,"Pop, Indie Pop",Harry Styles,1,2022,5,20,2775,0,290.833.204,21,11,40,0,0,146,,Major,69,63,45,48,0,18,4
Vegas (From the Original Motion Picture Soundtrack ELVIS),"Pop, Rock and roll",Doja Cat,1,2022,5,6,4576,0,448.500.832,79,13,93,0,17,160,G#,Minor,80,74,60,8,0,14,26
Cash In Cash Out,"Hip hop, Rap","Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,136.676.504,34,0,29,0,0,120,G,Major,88,15,56,1,0,8,6
Potion (with Dua Lipa & Young Thug),"Pop, Dance Pop, Electronic dance music","Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,190.625.045,73,45,119,0,0,100,B,Minor,82,76,70,16,0,8,5
Born Singer,"Pop, Ballad",BTS,1,2022,6,10,279,0,79.095.270,0,18,6,0,0,158,G#,Minor,60,68,84,4,0,24,11
Little Freak,"Pop, Indie Pop",Harry Styles,1,2022,5,20,2302,0,273.194.684,20,3,39,0,0,142,D#,Major,56,40,54,72,0,10,4
La Llevo Al Cielo (Ft. nengo Flow),"Latin pop, Reggaeton","Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,333.146.475,36,1,31,0,1,170,A,Minor,80,77,85,11,0,17,14
True Love,"Pop, Hip hop","Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194.902.696,23,1,44,1,0,84,F,Minor,71,39,86,2,0,51,25
Satellite,"Pop, Indie Pop",Harry Styles,1,2022,5,20,3291,5,311.482.393,43,28,79,0,208,139,,Major,58,30,46,14,0,9,3
Pass The Dutchie,"Reggae, Ska",Musical Youth,1,1982,1,1,5328,0,195.918.494,54,76,900,0,0,151,G,Major,73,88,67,20,0,32,5
"Villano Antillano: Bzrp Music Sessions, Vol. 51",Latin trap,"Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248.511.839,26,16,17,0,1,128,C#,Minor,82,42,75,6,0,63,6
Love Of My Life,"Pop Rock, soft Rock",Harry Styles,1,2022,5,20,1933,0,233.671.263,13,2,31,0,0,118,G,Major,56,20,54,67,0,6,5
Grapejuice,"Pop Rock, soft Rock",Harry Styles,1,2022,5,20,1986,0,199.587.884,7,1,15,0,0,183,F,Major,65,88,72,36,14,20,3
So Good,"Pop, electroPop",Halsey,1,2022,6,9,1057,0,91.781.263,51,14,19,0,0,83,D#,Minor,63,29,62,4,0,18,4
Belly Dancer,"Electronic dance music, dance Pop, Middle Eastern Pop","BYOR, Imanbek",2,2022,2,18,5115,13,383.835.984,109,38,301,1,33,122,C#,Major,85,42,80,6,0,17,14
Keep Driving,"Pop Rock, soft Rock",Harry Styles,1,2022,5,20,2094,1,236.060.709,8,1,18,0,0,165,A,Major,72,90,48,32,0,18,23
Cinema,"Pop Rock, soft Rock",Harry Styles,1,2022,5,20,2171,0,189.236.868,18,1,28,0,0,106,A,Minor,83,90,64,35,5,9,4
Die Young (feat. 347aidan),"Pop Rap, emo Rap","Sleepy hallow, 347aidan",2,2022,5,25,896,0,160.845.341,19,0,15,0,0,77,B,Major,81,68,58,83,0,11,34
Only Love Can Hurt Like This,"Pop, soul",Paloma Faith,1,2014,1,1,5148,0,588.955.257,90,22,365,0,114,91,G#,Major,57,30,89,10,0,33,8
Hold My Hand,"Pop, dance Pop",Lady Gaga,1,2022,5,3,2528,0,238.350.348,63,8,270,2,105,148,G,Major,51,21,63,5,0,41,3
Daydreaming,"Pop Rock, soft Rock",Harry Styles,1,2022,5,20,1900,1,187.703.102,15,1,23,0,0,114,E,Minor,71,90,81,31,2,13,3
Numb,"Pop, electronic dance music","Marshmello, Khalid",2,2022,6,10,3879,2,295.307.001,107,76,86,1,9,120,,Minor,91,63,77,12,1,10,5
Nos Comemos (feat. Ozuna),"Latin pop, Reggaeton","Ozuna, Tiago pzk",2,2022,6,2,896,0,138.334.433,0,0,2,0,0,92,F#,Major,83,56,82,10,0,9,5
Me and Your Mama,"Funk, hip hop, soul",Childish Gambino,1,2016,11,10,8775,0,445.590.495,33,60,107,1,0,118,F,Major,56,25,45,1,3,7,3
Crazy What Love Can Do,"Pop, dance Pop, electronic dance music","David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286.739.476,139,73,142,0,5,123,E,Minor,60,46,71,3,0,16,4
SLOW DANCING IN THE DARK,"R&B, alternative R&B, electronic",Joji,1,2018,9,12,10211,0,1.122.364.376,38,79,65,0,1,89,D#,Major,52,28,48,54,1,19,3
Antes de Perderte,"Latin trap, Reggaeton",Duki,1,2022,6,2,584,8,157.136.970,12,1,8,0,1,110,F,Minor,81,61,93,49,0,12,11
Boyfriends,"Pop Rock, soft Rock",Harry Styles,1,2022,5,20,1517,0,137.070.925,26,2,30,0,0,118,,Major,42,32,20,94,0,11,4
295,"Hip hop, Punjabi hip hop",Sidhu Moose Wala,1,2021,5,15,246,4,183.273.246,4,106,0,0,7,90,B,Minor,68,54,76,21,0,11,20
Tak Ingin Usai,Pop,Keisya Levronka,1,2022,5,13,220,4,184.807.630,16,5,0,0,6,130,,Major,49,14,40,82,0,11,3
En El Radio Un Cochinero,Reggaeton,Victor Cibrian,1,2022,5,13,514,0,164.856.284,5,36,1,0,0,154,F#,Minor,70,97,62,47,0,10,4
Master of Puppets (Remastered),"Heavy metal, thrash metal",Metallica,1,1986,3,3,6080,0,704.171.068,112,198,406,1,0,105,E,Minor,54,59,83,0,44,20,4
BREAK MY SOUL,"Dance Pop, house",Beyonce,1,2022,6,21,9724,0,354.614.964,222,61,259,14,2,115,C#,Minor,70,87,88,4,0,26,8
ULTRA SOLO REMIX,Latin,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279.717.388,37,2,38,2,0,110,C#,Major,91,59,82,8,0,6,8
Massive,Hip hop,Drake,1,2022,6,17,5263,0,195.628.667,66,89,61,0,11,125,E,Minor,51,5,68,12,2,15,6
Betty (Get Money),Pop,Yung Gravy,1,2022,6,10,2402,0,221.752.937,45,2,26,0,1,102,C#,Major,73,62,75,0,0,34,8
Ojos Marrones,Latin,Lasso,1,2022,2,6,795,11,263.280.370,26,18,15,1,4,120,G#,Minor,81,72,65,4,0,14,4
POP!,K-Pop,Nayeon,1,2022,6,24,571,0,213.505.179,19,21,14,0,2,97,D,Major,80,36,86,4,0,3,5
Layla,Electronic dance music (EDM),DJ Robin x Schürze,2,2022,3,24,832,3,130.419.412,18,124,24,1,0,140,F,Minor,44,41,92,0,0,44,7
MORE,K-Pop,j-hope,1,2022,7,1,565,0,155.795.783,6,52,11,0,0,97,D,Major,78,31,72,1,0,11,4
Sweet Child O' Mine,Rock,Guns N' Roses,1,1987,1,1,41231,1,1.553.497.987,228,151,6.720,3,99,125,F#,Major,45,67,90,9,11,10,5
Last Last,Afrobeats,Burna Boy,1,2022,5,12,4526,12,293.466.523,156,275,150,3,128,88,D#,Minor,80,55,56,13,0,8,9
SNAP,Pop,Rosa Linn,1,2022,3,19,1818,0,711.366.595,3,0,63,0,353,170,,Major,56,52,64,11,0,45,7
Sticky,Hip hop,Drake,1,2022,6,17,2814,0,191.448.892,38,105,25,0,2,137,A#,Minor,88,8,49,9,0,9,14
Hot Shit (feat. Ye & Lil Durk),"Hip hop, Rap","Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,85.924.992,11,0,2,0,0,157,A,Major,88,52,69,0,0,8,23
Ai Preto,Rock,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176.103.902,28,0,54,0,0,130,F#,Major,95,83,57,54,0,10,25
La Loto,Latin,"Anitta, Tini, Becky G",3,2022,7,6,945,0,121.189.256,49,3,57,0,0,90,C#,Major,85,80,83,10,0,8,11
die first,Pop,Nessa Barrett,1,2022,6,24,767,0,131.746.175,25,0,22,0,0,183,G#,Minor,44,44,67,7,0,12,13
Afraid To Feel,Electronic dance music (EDM),LF System,1,2022,5,2,5898,5,244.790.012,129,55,128,0,101,128,C#,Major,58,68,91,2,0,27,11
Baile no Morro,Latin,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,2,129.314.708,17,0,24,0,30,130,D#,Minor,71,78,40,46,0,7,45
como dormiste?,Pop,Rels B,1,2022,8,4,1452,35,331.511.413,16,15,20,0,0,126,C#,Major,63,56,43,24,0,12,23
Bad Decisions (with BTS & Snoop Dogg),Pop,"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,0,219.196.651,53,2,33,0,0,120,,Major,77,94,87,2,0,23,12
STAYING ALIVE (feat. Drake & Lil Baby),Pop,"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170.732.845,51,1,50,0,0,130,E,Minor,72,18,46,7,0,28,8
Caile,Latin,Luar La L,1,2020,12,18,1494,2,273.914.335,17,12,15,0,0,122,,Major,70,46,76,30,0,9,45
Castigo,Latin,Feid,1,2022,8,5,1379,4,179.061.440,23,10,18,0,0,172,G#,Minor,74,46,58,15,0,13,8
GIVENCHY,Pop,Duki,1,2022,7,20,625,4,185.236.961,13,18,12,0,0,103,G#,Major,61,38,62,14,0,23,40
ALIEN SUPERSTAR,Pop,Beyonce,1,2022,7,29,2688,0,171.788.484,39,47,36,0,0,122,A#,Minor,55,46,64,0,0,17,10
Mary On A Cross,Rock,Ghost,1,2019,9,13,2668,2,387.080.183,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4
Attention,K-Pop,NewJeans,1,2022,8,1,799,12,264.717.480,14,141,9,0,1,105,A#,Minor,81,70,65,24,0,8,4
THE SHADE,Indie Rock,Rex Orange County,1,2022,3,11,1189,6,244.928.911,17,10,16,0,4,120,F,Major,90,73,51,39,0,9,6
"Come Back Home - From ""Purple Hearts""",Country Pop,Sofia Carson,1,2022,7,12,367,0,97.610.446,28,67,195,0,0,145,G,Major,56,43,53,24,0,12,4
El Rescate,Latin pop,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287.278.853,10,43,3,1,0,99,G,Minor,79,64,59,28,0,11,14
Heartless,Pop,Kanye West,1,2008,1,1,17504,34,887.906.111,63,39,1.315,0,2,88,A#,Minor,79,66,65,5,0,25,14
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Pop,"Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,123.473.120,54,6,124,1,0,126,A,Major,81,90,73,28,0,29,4
Siempre Pendientes,Latin pop,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,295.152.154,15,79,4,2,0,136,,Major,77,71,75,33,1,13,4
JGL,Latin pop,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323.455.692,15,33,6,1,0,113,G#,Major,70,97,59,55,0,27,12
Don't You Worry,Pop,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,240.918.092,81,4,248,1,6,132,B,Major,82,49,88,20,0,21,3
Pipoco,Funk carioca,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,191.873.381,22,2,65,1,3,135,G#,Major,77,74,74,47,0,34,8
Hold Me Closer,Pop,"Elton John, Britney Spears",2,2017,11,10,4967,0,284.216.603,165,10,177,4,73,126,,Major,67,49,77,11,0,19,11
Forget Me,Pop,Lewis Capaldi,1,2022,9,9,2520,4,239.411.309,93,95,84,9,202,102,C#,Minor,67,72,74,30,0,36,4
After LIKE,K-Pop,IVE,1,2022,8,22,767,12,265.548.837,20,129,11,0,12,125,,Major,68,80,92,10,0,9,12
Bound 2,Hip hop,Kanye West,1,2013,1,1,19806,7,703.301.727,33,11,274,0,0,149,C#,Major,37,28,66,14,0,9,5
B.O.T.A. (Baddest Of Them All) - Edit,Hip hop,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,244.585.109,102,53,113,12,0,137,,Major,74,71,89,24,61,15,5
Talk that Talk,K-Pop,TWICE,1,2022,8,26,615,0,189.476.119,14,77,15,1,2,120,D#,Minor,77,78,91,14,0,33,12
BILLIE EILISH.,Pop,Armani White,1,2022,1,20,2537,0,277.132.266,49,1,67,11,1,100,C#,Major,90,75,50,11,0,9,26
Ferxxo 100,Latin pop,Feid,1,2022,6,3,1647,30,278.920.007,20,49,23,2,2,164,G#,Minor,70,58,57,25,0,15,7
KU LO SA - A COLORS SHOW,Afrobeats,Oxlade,1,2022,6,10,2019,8,222.410.722,117,72,107,1,7,93,A#,Minor,65,79,66,31,0,22,7
Prohibidox,Latin pop,Feid,1,2022,9,13,1473,12,185.392.587,25,36,25,1,0,180,C#,Minor,65,52,80,5,0,6,25
Static,Rock,Steve Lacy,1,2022,7,15,1613,0,202.452.860,21,15,13,0,0,79,C#,Major,34,22,31,43,63,10,7
The Scientist,Rock,Coldplay,1,2002,8,5,30992,6,1.608.164.312,124,25,7.827,1,0,146,F,Major,56,21,44,73,0,11,2
Sparks,Rock,Coldplay,1,2000,7,10,10826,4,624.101.957,24,0,805,0,0,103,C#,Major,37,17,27,75,5,10,3
Talk,Hip hop,YEAT,1,2022,9,2,920,0,148.461.629,10,1,8,0,0,140,E,Minor,70,26,76,8,0,54,23
Yandel 150,Latin pop,"Yandel, Feid",2,2022,9,13,308,0,47.093.942,6,1,6,0,0,92,A#,Major,81,48,70,13,0,15,7
Selfish,Hip hop,PnB Rock,1,2016,6,23,2468,0,380.319.238,15,0,0,0,0,102,C#,Minor,64,4,60,11,0,19,4
Sin Senal,Latin pop,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209.106.362,18,10,13,1,1,118,B,Minor,82,75,85,33,1,11,4
Lady Mi Amor,Latin pop,Feid,1,2022,9,13,330,0,53.987.404,3,0,2,0,0,93,D,Major,78,75,62,6,0,15,6
Poland,Hip hop,Lil Yachty,1,2022,6,23,1584,0,115.331.792,38,0,24,0,0,150,F,Minor,70,26,56,14,83,11,5
THE LONELIEST,Pop,,1,2022,10,7,1585,5,225.093.344,78,65,328,1,198,130,D,Major,52,24,60,0,0,8,3
Bye Bye,Pop,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84.697.729,16,0,9,0,0,83,D#,Minor,65,24,53,6,0,51,4
BABY OTAKU,Latin pop,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,0,159.240.673,14,1,13,0,0,102,A,Major,84,43,75,5,0,6,8
Nxde,Pop,(G)I-DLE,1,2022,10,17,430,6,170.709.584,14,116,9,0,11,136,E,Minor,73,65,91,4,0,48,18
Miss You,Pop,Southstar,1,1982,5,16,2020,0,154.356.956,77,10,119,0,40,145,A,Major,66,24,58,17,0,19,5
we fell in love in october,Pop,girl in red,1,2018,11,21,6858,0,723.043.854,31,21,15,0,4,130,G,Major,57,24,37,11,18,16,3
2 Be Loved (Am I Ready),Pop,Lizzo,1,2022,7,14,3682,6,247.689.123,41,0,158,2,68,156,G,Major,72,92,77,9,0,8,11
Celestial,Pop,Ed Sheeran,1,2022,9,29,1639,0,176.474.912,86,14,80,0,37,123,D,Major,57,50,85,5,0,16,4
Typa Girl,Pop,BLACKPINK,1,2022,9,16,452,10,235.549.288,2,129,13,0,1,132,G,Major,92,53,62,7,0,63,10
I Really Want to Stay at Your House,Pop,"Rosa Walton, Hallie Coggins",2,2020,12,18,668,1,140.430.339,0,0,31,0,,125,D#,Minor,49,13,74,0,0,9,4
California Breeze,Hip hop,Lil Baby,1,2022,10,14,991,0,85.559.365,36,38,13,0,3,162,F,Minor,74,22,67,0,0,11,46
Bamba (feat. Aitch & BIA),Hip hop,"Luciano, Aitch, BIA",3,2022,9,22,869,7,146.223.492,14,12,12,2,28,138,A#,Major,80,82,81,14,0,13,36
Casei Com a Putaria,Funk,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,4,187.701.588,0,0,30,0,0,161,A#,Minor,59,62,60,12,0,5,44
Major Distribution,Hip hop,"Drake, 21 Savage",2,2022,11,4,1545,0,154.863.153,22,7,15,0,0,131,G#,Minor,91,23,55,1,0,7,32
Vigilante Shit,Pop,Taylor Swift,1,2022,10,21,1948,0,253.650.850,12,9,16,0,0,80,E,Minor,80,16,28,17,0,12,39
Question...?,Pop,Taylor Swift,1,2022,10,21,1608,0,223.064.273,10,3,12,0,0,109,G,Major,75,11,50,20,0,30,17
On BS,Hip hop,"Drake, 21 Savage",2,2022,11,4,1338,0,170.413.877,9,20,7,0,0,158,A,Major,84,33,36,2,0,39,59
Mastermind,Pop,Taylor Swift,1,2022,10,21,1936,0,218.320.587,7,5,13,0,0,126,E,Major,66,12,35,55,0,9,14
Circo Loco,Hip hop,"Drake, 21 Savage",2,2022,11,4,1794,0,141.720.999,26,9,17,0,3,104,C#,Major,73,25,61,1,0,32,7
Labyrinth,Pop,Taylor Swift,1,2022,10,21,1597,0,187.339.835,6,3,15,0,0,110,,Major,48,15,31,80,22,12,4
Spin Bout U,Hip hop,"Drake, 21 Savage",2,2022,11,4,1652,2,198.365.537,26,52,10,0,95,130,G,Major,77,20,70,1,0,16,5
Sweet Nothing,Pop,Taylor Swift,1,2022,10,21,1747,0,186.104.310,9,6,13,0,2,177,,Major,34,39,16,97,0,12,5
"Would've, Could've, Should've",Pop,Taylor Swift,1,2022,10,21,1715,0,177.503.916,4,5,8,0,0,158,G,Major,48,55,84,43,0,15,12
Con La Brisa,Latin pop,"Ludwig Goransson, Foudeqush",2,2022,11,4,486,0,71.095.708,8,1,7,0,0,114,D,Minor,62,25,44,51,33,14,3
Privileged Rappers,Hip hop,"Drake, 21 Savage",2,2022,11,4,1007,0,112.436.403,6,5,3,0,0,144,F,Major,93,62,61,0,0,12,20
The Astronaut,Pop,Jin,1,2022,10,28,481,9,203.436.468,10,100,15,1,27,125,F,Major,54,22,76,0,0,14,3
BackOutsideBoyz,Hip hop,Drake,1,2022,11,4,1045,0,93.367.537,8,5,2,0,0,142,F,Minor,85,40,43,4,0,39,32
Broke Boys,Hip hop,"Drake, 21 Savage",2,2022,11,4,1060,0,106.249.219,3,8,5,0,0,120,D,Major,64,11,53,1,0,25,27
The Great War,Pop,Taylor Swift,1,2022,10,21,1274,0,181.382.590,1,6,11,0,0,96,F,Major,57,55,74,22,0,8,4
My Mind & Me,Pop,Selena Gomez,1,2022,11,3,953,0,91.473.363,61,13,37,1,0,144,A,Major,60,24,39,57,0,8,3
Bigger Than The Whole Sky,Pop,Taylor Swift,1,2022,10,21,1180,0,121.871.870,4,0,8,0,0,166,F#,Major,42,7,24,83,1,12,6
A Veces (feat. Feid),Latin pop,"Feid, Paulo Londra",2,2022,11,3,573,0,73.513.683,2,0,7,0,0,92,C#,Major,80,81,67,4,0,8,6
En La De Ella,Latin pop,"Feid, Sech, Jhayco",3,2022,10,20,1320,0,133.895.612,29,26,17,0,0,97,C#,Major,82,67,77,8,0,12,5
Alone,Afrobeats,Burna Boy,1,2022,11,4,782,2,96.007.391,27,18,32,1,0,90,E,Minor,61,32,67,15,0,11,5
